100 464
0 183 -0.0023269322158019326
0 184 -0.0017698101771306597
0 185 -0.001526124985632616
0 186 -0.0011494282870705924
0 187 -0.0018422026783684457
0 188 -0.0015398638884171814
0 189 -0.0012310469410257148
0 190 -0.000663470146158828
0 191 -0.0012379112428487756
0 192 -0.0016896789032397389
0 193 -0.0009366554829946838
0 194 0.2825181790960845
0 195 -0.002002375836347047
0 196 -0.002230669305745812
0 197 -0.002323468919371238
0 198 -0.0013672945432774432
0 199 -0.015034798162955595
0 200 -0.006315124714619163
0 201 -0.01950197081513159
0 202 -0.01972657908524408
0 203 -0.013274775502822607
0 204 -0.007356402840527168
0 205 -0.013341280543228858
0 206 -0.07760210701687517
0 207 -0.0060744797561883244
0 208 -0.0064125743001049946
0 209 -0.013219297074560266
0 210 -0.057821884842179504
0 211 -0.008272447020613435
0 212 -0.011556128414593607
0 213 -0.01978419165730764
0 214 -0.0034646731126082284
0 215 -0.022298792526228357
0 216 -0.012601746132793816
0 217 -0.009085770194384892
0 218 -0.005040229882508053
0 219 -0.009588837939880926
0 220 -0.0016457660801976746
0 221 -0.0024298018473654145
0 222 -0.0022140630192346933
0 223 -0.002257477055804776
0 224 -0.0022682815326480338
0 225 -0.0025660023259394074
0 226 -0.002241568903950999
0 227 -0.002289541121410959
0 228 -0.002275028817615492
0 229 -0.0021616333794790203
0 230 -0.0019342127180906358
0 231 -0.0022622218034973286
0 232 -0.002125326109648599
0 233 -0.0022496960812127464
0 234 -0.01352407330022047
0 235 -0.0021309896418834785
0 236 -0.005564156271576016
0 237 -0.0025323742333470465
0 238 -0.0036560863835234637
0 239 -0.0017323336378099361
0 240 -0.0044022993246796375
0 241 -0.0032242807820268052
0 242 -0.0028908458728620114
0 243 -0.0031758215910236026
0 244 -0.005097980139330182
0 245 -0.0031873693684411042
0 246 -0.001615902320840885
0 247 -0.0017323336378099361
0 248 -0.0031001664707931724
0 249 -0.0010738370555332466
0 250 -0.0014999452005943351
0 251 -0.002047968913391033
0 252 -0.0017829481124585623
0 253 -0.001656911180749598
0 254 -0.002330578315793203
0 255 -0.0016158555012126038
0 256 -0.0005356960732046704
0 257 -0.0020627519583244695
0 258 -0.0022086490162315045
0 259 -0.001594796992604659
0 260 -0.0024613737476203434
0 261 -0.0020613095689893646
0 262 -0.0022060317365294947
0 263 -0.0012982364603560863
0 264 -0.0020719397412770207
0 265 -0.0021020489051091977
0 266 -0.0019445745319108514
0 267 -0.0021220103591162542
0 268 -0.00204277442451175
0 269 -0.002002374664091854
0 270 -0.0022009961544575928
0 271 -0.0021413639563859816
0 272 -0.001622079850003291
0 273 -0.001930021772973643
0 274 -0.001876052194507359
0 275 -0.0021182997923573014
0 276 -0.002010726965122733
0 277 -0.002095225104273161
0 278 -0.002077902338782697
0 279 -0.0020133786451965456
0 280 -0.0023582492175748537
0 281 -0.0018597393734058462
0 282 -0.002198254705818856
0 283 -0.0019956672055752374
0 284 -0.0012588606689163818
0 285 -0.0017655632682282354
0 286 -0.002118681624832408
0 287 -0.0009442283056121694
0 288 -0.002020067201741959
0 289 -0.0021047900862218904
0 290 -0.001916152053742982
0 291 -0.0022229395194979834
0 292 -0.002472911172795292
0 293 -0.002835917391772516
0 294 -0.003344480991373458
0 295 -0.002319283046053052
0 296 -0.002018968999261698
0 297 -0.0014254817437558782
0 298 -0.0025371667979352166
0 299 -0.002710639220254919
0 300 -0.002531954641001316
0 301 -0.001589551132621649
0 302 -0.0024939859555588926
0 303 -0.00258390721095813
0 304 -0.0013253923296181484
0 305 -0.0022797291707218814
0 306 -0.006147597291777111
0 307 -0.003982075192353456
0 308 -0.002966146468269668
0 309 -0.0033361154842771012
0 310 -0.0033418810627677733
0 311 -0.009450170914185301
0 312 -0.002747467877207823
0 313 -0.0030586568026836217
0 314 -0.0017323336378099361
0 315 -0.003711565831075832
0 316 -0.0028774182874763124
0 317 -0.0018644499605415614
0 318 -0.0016322291370226244
0 319 -0.0019739057486267034
0 320 -0.001972855224317212
0 321 -0.0020018321315011032
0 322 -0.0020788017682643657
0 323 -0.0021004270739612366
0 324 -0.0016850947134490273
0 325 -0.0014463686238102697
0 326 -0.0020671405274742204
0 327 -0.0021097964901691814
0 328 -0.0009916072399715143
0 329 -0.001629270740937981
0 330 -0.0017761436546008575
0 331 -0.0015570665464346971
0 332 -0.0016480300148775293
0 333 -0.0023090040143128833
0 334 -0.0021485412120028453
0 335 -0.0022609122889749515
0 336 -0.0019764498285574786
0 337 -0.0017853074688236458
0 338 -0.0014643121472294285
0 339 -0.0017787839196073665
0 340 -0.002137336101511019
0 341 -0.0008527924374443493
0 342 -0.0018368365537818209
0 343 -0.0017650460784071958
0 344 -0.0017903031343083958
0 345 -0.002185341461446331
0 346 -0.0006976173653583336
0 347 -0.00198711509421616
0 348 -0.0023886247301172225
0 349 -0.002399160343937255
0 350 -0.004578880325523712
0 351 -0.0017323336378099361
0 352 -0.0028982844901738595
0 353 -0.0015634871280030412
0 354 -0.002291083594730864
0 355 -0.0022508781341929523
0 356 -0.002293055257890006
0 357 -0.001914639280745333
0 358 -0.0022710275807754153
0 359 -0.0019846242245037176
0 360 -0.0022331517477170468
0 361 -0.0021652327021706207
0 362 -0.002050420550352206
0 363 -0.0021562154712995215
0 364 -0.0017549082493465726
0 365 -0.0020954462190915495
0 366 -0.0021306861138326466
0 367 -0.0019927567148840066
0 368 -0.0021116547732040734
0 369 -0.0020263032060406022
0 370 -0.002098789510884927
0 371 -0.0023381801724449173
0 372 -0.002010412225362973
0 373 -0.0018261723107129433
0 374 -0.0020446912737830687
0 375 -0.0013335091068829498
0 376 -0.00222202700869171
0 377 -0.0019881908536305663
0 378 -0.0018407142433939125
0 379 -0.0019849538619721146
0 380 -0.0020441721529323
0 381 -0.0024165333877524215
0 382 -0.0019244274656878642
0 383 -0.0022309265790325886
0 384 -0.0021783590678375172
0 385 -0.002267531298178997
0 386 -0.0021978195899786867
0 387 -0.002091732772770074
0 388 -0.001995971696393281
0 389 -0.0025106374727679563
0 390 -0.0024781322820577687
0 391 -0.0022275204796587196
0 392 -0.0024803126322326197
0 393 -0.002175851662720377
0 394 -0.0022827935111661393
0 395 -0.0025091566137186694
0 396 -0.0016842633380575384
0 397 -0.0024856877259146893
0 398 -0.0018855381589303146
0 399 -0.0020629733449085623
0 400 -0.0022331364376678795
0 401 -0.0022193529462622846
0 402 -0.002676043320080353
0 403 -0.0025157965961371816
0 404 -0.0022225092144207248
0 405 -0.002400003814310276
0 406 -0.0022893268367875507
0 407 -0.002068069425942065
0 408 -0.0021665926305258387
0 409 -0.0018855842780536554
0 410 -0.0027347202995052847
0 411 -0.001983481754086645
0 412 -0.0024986246225970417
0 413 -0.0027945160467028945
0 414 -0.001942746330424462
0 415 -0.0010736896660311205
0 416 -0.0035411859008690144
0 417 0.01783638180092577
0 418 -0.0020755082738550495
0 419 -0.0017085688664563567
0 420 0.03525658371655286
0 421 -0.0015955542513462755
0 422 -0.0013096223220011999
0 423 -0.002257432280360822
0 424 -0.0020137187578596056
0 425 0.0030213287540020606
0 426 0.0022542252764663206
0 427 -0.0020037121970517394
0 428 -0.0019583506207235726
0 429 -0.0025001661283163778
0 430 -0.001665973919046674
0 431 -0.001747722410844086
0 432 -0.00174547693075074
0 433 -0.0018979499812274553
0 434 -0.001502065091109483
0 435 -0.0018991749457731046
0 436 -0.002076141119506701
0 437 -0.002342837639479939
0 438 -0.002264320540265637
0 439 -0.013600230912273114
0 440 -0.0054799603966370555
0 441 -0.0023023457254228623
0 442 -0.002096469245843594
0 443 -0.0022396363830874096
0 444 -0.002601995636983125
0 445 -0.002116402673170511
0 446 -0.0007385269654038613
0 447 -0.0003175160469353992
0 448 -0.0022645484727708224
0 449 -0.002779004654934245
0 450 -0.002392150215234689
0 451 -0.002121697653150297
0 452 -0.0020756702622089607
0 453 -0.0037743637905226137
0 454 -0.0024256607573828227
0 455 -0.0025196077733256337
0 456 -0.0022568283369981982
0 457 -0.0024441708372019587
0 458 -0.001243477009118559
0 459 -0.0019807543866439624
0 460 -0.002136764436147705
0 461 -0.0024750036751723164
0 462 -0.0025974496387461466
0 463 -0.002076480630246422
1 0 -0.005174018318064194
1 1 -0.002813005669665392
1 2 -0.005378598411124109
1 3 -0.004580434188624605
1 4 -0.0044292859135639994
1 5 -0.005054418088607341
1 6 -0.0032820839134356386
1 7 -0.004623906041822408
1 8 -0.004575781629082648
1 9 -0.005006051378000359
1 10 -0.004892471563910093
1 11 -0.004823893599812632
1 12 -0.00465210734956187
1 13 -0.0021617013148356587
1 14 -0.0048143730097642045
1 15 -0.004634780817165752
1 16 -0.004811063646738605
1 17 -0.004404634306752334
1 18 -0.004932468832824717
1 19 -0.0046719733492087715
1 20 -0.004984149891485159
1 21 -0.00467255249202245
1 22 -0.004869366995685536
1 23 -0.004845138070773122
1 24 -0.004508617406281782
1 25 -0.004249765449068914
1 26 -0.0047093338852048075
1 27 -0.00502248275138417
1 28 -0.004545962074362882
1 29 -0.004898055122483856
1 30 -0.004814462674680256
1 31 -0.008382828264334244
1 32 -0.004909368344954105
1 33 -0.004895162192583167
1 34 -0.0047478296104558485
1 35 -0.0048129270556414375
1 36 -0.00491737868079702
1 37 -0.004766922738302571
1 38 -0.005166709524662305
1 39 -0.003358058260109315
1 40 -0.004872155812681567
1 41 -0.004599350126044985
1 42 -0.004807186087497618
1 43 -0.0046413203395863035
1 44 -0.0046626428370764
1 45 -0.004692435412936195
1 46 -0.004881513222706229
1 47 -0.004695722977616255
1 48 -0.004718116029504306
1 49 -0.004750505630463073
1 50 -0.0050499644515679615
1 51 -0.004931437245608698
1 52 -0.004487144555610532
1 53 -0.004929155112822946
1 54 -0.004598126641038506
1 55 -0.004414751308214652
1 56 -0.004730852313903864
1 57 -0.005084811240804497
1 58 -0.0045121567378462344
1 59 -0.005214578965731072
1 60 -0.005294571418094665
1 61 -0.004714064505181478
1 62 -0.0069612740903531485
1 63 -0.005112902930548553
1 64 -0.005401305508402599
1 65 -0.004712007474526406
1 66 -0.005808908801724776
1 67 -0.00517340070904656
1 68 -0.004999002027791296
1 69 -0.005254805886774998
1 70 -0.0008038357686691094
1 71 -0.004937851366886558
1 72 -0.0036799162556500568
1 73 -0.003798062566688938
1 74 -0.004699404452198122
1 75 -0.004407733003833435
1 76 -0.005071890798682361
1 77 -0.004535112988665123
1 78 -0.0025628328571845865
1 79 -0.0050605214392786795
1 80 -0.002901676673187832
1 81 -0.004986330610336529
1 82 -0.007013955077946621
1 83 -0.004854268693061252
1 84 -0.004616792253096456
1 85 -0.003933123009165033
1 86 -0.004679272010272403
1 87 -0.004591906582159366
1 88 -0.004975730704748827
1 89 -0.004793297273591732
1 90 -0.003989744283892947
1 91 -0.004227785782129763
1 92 -0.004523637390133979
1 93 -0.0055960176977451655
1 94 -0.004376386961654961
1 95 -0.005579880442093488
1 96 -0.005453929992578239
1 97 -0.005255412804398693
1 98 -0.004993673383433816
1 99 -0.005071379941749795
1 100 -0.004813044582335387
1 101 -0.005484845661919071
1 102 -0.0057016666979570006
1 103 -0.004469694141817264
1 104 -0.005205847934430557
1 105 -0.0037410431770606174
1 106 -0.004815786476276068
1 107 -0.0051878487227391915
1 108 -0.005239382624834142
1 109 -0.005208719686627522
1 110 -0.005385015883220715
1 111 -0.005072772954769605
1 112 -0.00379568160742804
1 113 -0.00552842576955398
1 114 -0.00531338865192776
1 115 -0.005209671217268599
1 116 -0.004887469526579656
1 117 -0.004859487782060413
1 118 -0.005128013237348093
1 119 -0.004660519956046245
1 120 -0.0042388212643854626
1 121 -0.005112293971854724
1 122 -0.0021933795403808443
1 123 -0.004817719153138006
1 124 -0.0037655229742907816
1 125 -0.004728636791926501
1 126 -0.0035646217432823302
1 127 -0.004921304718222745
1 128 -0.003876669748755025
1 129 -0.004985301210154802
1 130 -0.004863762512655303
1 131 -0.004725535814213974
1 132 0.08565750615124018
1 133 -0.005084969679207573
1 134 -0.004009882618708343
1 135 -0.004793268216011699
1 136 -0.004964716278023874
1 137 -0.0032340120284235605
1 138 -0.004701955212649708
1 139 -0.005935554196428907
1 140 -0.004748035672776411
1 141 -0.004758981421822828
1 142 -0.0047725048754917836
1 143 -0.004502584256991864
1 144 -0.004792413886693129
1 145 -0.00529333850534124
1 146 -0.004904879253291727
1 147 0.017220197493465032
1 148 -0.004730124604236735
1 149 -0.0047465863022732166
1 150 -0.0047764149499248745
1 151 -0.004789710436720265
1 152 -0.0044319630769561425
1 153 -0.003547931477591877
1 154 -0.00470403870152348
1 155 -0.005006356168372747
1 156 -0.004682826642918957
1 157 -0.004473620926259159
1 158 -0.004481661025394543
1 159 -0.0049156104598331
1 160 -0.004395784913457866
1 161 -0.004950504643801654
1 162 -0.004766284741565034
1 163 0.027215472478259815
1 164 -0.00488926239273887
1 165 -0.005135786695178875
1 166 -0.0048174598484078705
1 167 -0.0045473134634139226
1 168 -0.0051939332935729485
1 169 -0.003837245100244905
1 170 -0.00508212665997241
1 171 -0.004970239697608256
1 172 -0.004981780039319498
1 173 -0.00496092183492779
1 174 -0.0028691293578381144
1 175 -0.0048629942109416815
1 176 -0.004910913103209391
1 177 -0.004479694538899255
1 178 -0.004731510320905398
1 179 -0.00433125593239891
1 180 -0.004160232921317864
1 181 -0.004494417199625848
1 182 -0.004686670473858587
1 183 -0.0054909447215318605
1 184 -0.005802845783427908
1 185 -0.004921962657533933
1 186 -0.00417083385547972
1 187 -0.005776847401093295
1 188 -0.005826650028733401
1 189 -0.005240971778350698
1 190 -0.005147281098364773
1 191 -0.004482767035239527
1 192 -0.004978707992890438
1 193 -0.00464549132195291
1 194 0.041331950188262134
1 195 -0.005978208544440514
1 196 -0.005289656536207625
1 197 -2.1739557468964514e-05
1 198 -0.004652348163865438
1 199 0.0741308252839343
1 200 0.02102430446131674
1 201 0.106180556879687
1 202 0.10477821416003837
1 203 0.0633333291452982
1 204 0.030292931456482576
1 205 0.0626239637201421
1 206 0.46776525108400996
1 207 0.019606559620425082
1 208 0.023065769155292466
1 209 0.06495522870087231
1 210 0.34294740203542795
1 211 0.03143073553494442
1 212 0.05247671891971597
1 213 0.10274136568989366
1 214 0.0037271521929601505
1 215 0.11852226615676541
1 216 0.05902443907876889
1 217 0.0389340612477397
1 218 0.01916592846128562
1 219 0.04483470817335332
1 220 -0.0002960939398295842
1 221 -0.00499185031886355
1 222 -0.004679156199737974
1 223 -0.0044089458330770935
1 224 -0.004846484023494784
1 225 -0.004773035487366839
1 226 -0.0047432348113398025
1 227 -0.004414375422402698
1 228 -0.004967283515343524
1 229 -0.0033443996324028316
1 230 -0.004685859082302993
1 231 -0.004736757136489897
1 232 -0.0048450699722000215
1 233 -0.005278074546323917
1 234 -0.03189957368856001
1 235 -0.004667367013769581
1 236 -0.011468246590367255
1 237 -0.005894288474746456
1 238 -0.007772212721944254
1 239 -0.00415448068223545
1 240 -0.009066191885107757
1 241 -0.007001235318367941
1 242 -0.006000222147772954
1 243 -0.005614041519801574
1 244 -0.009850145474647083
1 245 -0.007021647980631575
1 246 -0.006908952194058604
1 247 -0.00415448068223545
1 248 -0.006474844279059709
1 249 -0.004535363976992374
1 250 -0.004942058790473982
1 251 -0.004628394182499141
1 252 -0.004766490737888002
1 253 -0.005059583751466009
1 254 -0.005250942093445362
1 255 -0.004854706228797449
1 256 -0.004680310151490814
1 257 -0.0050092310411366855
1 258 -0.005007987583786751
1 259 -0.004125560451623616
1 260 -0.0038753694260152587
1 261 -0.00499445287511769
1 262 -0.004711933916185805
1 263 -0.004770649177430505
1 264 -0.004899858098627714
1 265 -0.004885841696029134
1 266 -0.00504302612421488
1 267 -0.005126027530822176
1 268 -0.0048935422773290944
1 269 -0.00497173770746871
1 270 -0.0048670981782492585
1 271 -0.004567108857542837
1 272 -0.004888089176870693
1 273 -0.005104845772617891
1 274 -0.004696741600409338
1 275 -0.004852774445610501
1 276 -0.004859049828542817
1 277 -0.004801082628137313
1 278 -0.005089210518481504
1 279 -0.004910698915528535
1 280 -0.004787489658383729
1 281 -0.004834331553009977
1 282 -0.0041302610718178465
1 283 -0.004473087506578024
1 284 -0.004947523482148813
1 285 -0.00492359826979871
1 286 -0.005125078924594999
1 287 -0.004815561824222256
1 288 -0.004912877610357467
1 289 -0.0049852648038979696
1 290 -0.00491463411696905
1 291 -0.005043298864139407
1 292 -0.003447357537185873
1 293 -0.007206062340029412
1 294 -0.007538100151959822
1 295 -0.005046278031117914
1 296 -0.00317199086168931
1 297 -0.0051985221184002095
1 298 -0.004205520228557052
1 299 -0.007099689497658159
1 300 -0.006185616176865824
1 301 -0.0037269212129618086
1 302 -0.005573457295300642
1 303 -0.005415565056600487
1 304 -0.006069126539477778
1 305 -0.005360158632956783
1 306 0.019942508873128158
1 307 0.0084354315902634
1 308 0.00215914608293014
1 309 0.003335132868273813
1 310 0.002927806138549536
1 311 0.03091996434224838
1 312 -0.0010834847762658314
1 313 0.0010412850839596262
1 314 -0.00415448068223545
1 315 0.00518416391804325
1 316 0.0013454238416713824
1 317 -0.00487909057400752
1 318 -0.004950297590724387
1 319 -0.004963943786450318
1 320 -0.004973924008851506
1 321 -0.0045366192208256845
1 322 -0.00490221175716135
1 323 -0.0047082266041060875
1 324 -0.004211218038053189
1 325 0.0003426252254972756
1 326 -0.00488322335939378
1 327 -0.004069625529541101
1 328 -0.004422066611782739
1 329 -0.004125977944908058
1 330 -0.004867554005702959
1 331 -0.004174401329848353
1 332 -0.0046929426670816845
1 333 -0.003996686078721928
1 334 -0.004958534103341654
1 335 -0.005217832919634778
1 336 -0.004961999412044693
1 337 -0.004963598317350257
1 338 -0.005190172814486832
1 339 -0.005666246780185387
1 340 -0.0030083151517956044
1 341 -0.0047482541585222825
1 342 -0.005213988570231913
1 343 -0.005393331952633226
1 344 -0.005667780375164736
1 345 -0.0054231430193353945
1 346 -0.004428881133837962
1 347 -0.005361722543142731
1 348 -0.00407376297170468
1 349 -0.004415173177548873
1 350 -0.007205277083260291
1 351 -0.00415448068223545
1 352 -0.004920468743860403
1 353 -0.004553566336402173
1 354 -0.004345608289315007
1 355 -0.004947991188206809
1 356 -0.005155490181934682
1 357 -0.004893711838441012
1 358 -0.004930040266071428
1 359 -0.004535475164130754
1 360 -0.005079916195556378
1 361 -0.0043387378728772736
1 362 -0.004729415392463631
1 363 -0.0048131261088433215
1 364 -0.004799105328341429
1 365 -0.004947399843541516
1 366 -0.004641477767464122
1 367 -0.0048293811241851906
1 368 -0.00486417635997895
1 369 -0.0048496341971730654
1 370 -0.0041250001889727005
1 371 -0.005014251937109551
1 372 -0.00433593702284735
1 373 -0.004728141522696579
1 374 -0.00459049401842886
1 375 -0.004486016490105361
1 376 -0.004859991435695068
1 377 -0.004616957868523335
1 378 -0.004794575997972555
1 379 -0.004521614578569458
1 380 -0.004859838743742032
1 381 -0.003825725235629282
1 382 -0.00400794108663054
1 383 -0.005037278843385436
1 384 -0.004964758405400546
1 385 -0.004709322397153016
1 386 -0.004753732201310684
1 387 -0.0042467746929589255
1 388 -0.004895622801318735
1 389 -0.005607691572092076
1 390 -0.004729065711810294
1 391 -0.004938017736832295
1 392 -0.005536215000895281
1 393 -0.00507866103548471
1 394 -0.005151634018434739
1 395 -0.0055861859955318805
1 396 -0.0051998908227234705
1 397 -0.00545616168449587
1 398 -0.005445177422815317
1 399 -0.0047330283185268805
1 400 -0.004430331632432542
1 401 -0.005060543181988437
1 402 -0.0033750557324174124
1 403 -0.003844012769535746
1 404 -0.003114986072451554
1 405 -0.004867109304627416
1 406 -0.004859370897759804
1 407 -0.004839226361143302
1 408 -0.004947382210492798
1 409 -0.0045891692737589935
1 410 -0.002523267020915652
1 411 -0.004925373497352944
1 412 -0.004403766087314725
1 413 -0.004444185131117069
1 414 -0.00313254025147389
1 415 -0.0035444146145705304
1 416 -0.0007057777207935969
1 417 -0.0017704363773858756
1 418 -0.004702583418135725
1 419 -0.0044726875959858695
1 420 0.0012399489628712762
1 421 -0.0046160151421965065
1 422 -0.0008703153874793232
1 423 -0.004758443254584037
1 424 -0.0041630567555762275
1 425 -0.005590204802506709
1 426 -0.006534859703047359
1 427 -0.0040233498146197075
1 428 -0.004607355430484403
1 429 -0.0055687266628756645
1 430 -0.004839086746282621
1 431 -0.004861874022081045
1 432 -0.004922669428838739
1 433 -0.004810659012808902
1 434 -0.004631361024385013
1 435 -0.0047786256993005505
1 436 -0.00486723416289
1 437 -0.005273948565521978
1 438 -0.0028677743563421394
1 439 -0.027763626646741528
1 440 -0.01135151657823052
1 441 -0.005239775489979643
1 442 -0.004741492640501974
1 443 -0.004771168891803329
1 444 -0.005758772208788026
1 445 -0.004448092734372867
1 446 -0.004718993224412998
1 447 -0.0046317225338200225
1 448 -0.004897919868926966
1 449 -0.005491716442638718
1 450 -0.005029397466315579
1 451 -0.005278345007575439
1 452 -0.005427447162376865
1 453 -0.006925031314702522
1 454 -0.0041507793613912635
1 455 -0.004886074159350281
1 456 -0.004944495954228254
1 457 -0.005055895739365294
1 458 0.0025308052857354827
1 459 -0.005233737336347229
1 460 -0.005377679326615482
1 461 -0.002274220999994212
1 462 -0.006366080408445622
1 463 -0.004824519897589725
2 0 -0.002204157268464233
2 1 -0.0010346351255916676
2 2 -0.005038466296301464
2 3 -0.0017597315930705981
2 4 -0.002078594271144421
2 5 -0.0021657124738446018
2 6 -0.002444409400906069
2 7 -0.0016592880502718087
2 8 -0.0016162665658541642
2 9 -0.0017590105334001726
2 10 -0.0014470931483057657
2 11 -0.002037380500997281
2 12 -0.0018835484742238643
2 13 -0.0009583284310555243
2 14 -0.0019524262752813673
2 15 -0.0018866980767315554
2 16 -0.001708410445360916
2 17 -0.0018483529743856567
2 18 -0.0017177109326892224
2 19 -0.002354165673461953
2 20 -0.0021884217633319327
2 21 -0.0016978586381801027
2 22 -0.0016890484740168627
2 23 -0.0013904652108602325
2 24 -0.0016434709540709492
2 25 -0.0012541721951016493
2 26 -0.001978185182556559
2 27 -0.0020121943708154497
2 28 -0.001630897484626216
2 29 -0.0006288270194539208
2 30 -0.0006990347704715403
2 31 -0.0002035769104603352
2 32 -0.001878907722158228
2 33 -0.0016177581094667741
2 34 -0.0017834396702490784
2 35 -0.001913157008406705
2 36 -0.0017066527828215807
2 37 -0.0007997667481910998
2 38 -0.0020292902932940254
2 39 -0.0011702581586818864
2 40 -0.002012195693005387
2 41 -0.0018119037263061746
2 42 -0.0020596368390246
2 43 -0.0015901130197629302
2 44 -0.0018746281459906622
